iso3,indicator_id,value,year,source_id
IDN,henley_visa_free,70,2026,HENLEY-2026
MWI,henley_visa_free,70,2026,HENLEY-2026
KEN,henley_visa_free,69,2026,HENLEY-2026
TZA,henley_visa_free,68,2026,HENLEY-2026
GMB,henley_visa_free,68,2026,HENLEY-2026
AZE,henley_visa_free,67,2026,HENLEY-2026
GHA,henley_visa_free,67,2026,HENLEY-2026
RWA,henley_visa_free,66,2026,HENLEY-2026
TUN,henley_visa_free,66,2026,HENLEY-2026
BEN,henley_visa_free,65,2026,HENLEY-2026
PHL,henley_visa_free,65,2026,HENLEY-2026
UGA,henley_visa_free,65,2026,HENLEY-2026
ARM,henley_visa_free,64,2026,HENLEY-2026
MNG,henley_visa_free,64,2026,HENLEY-2026
ZMB,henley_visa_free,64,2026,HENLEY-2026
CPV,henley_visa_free,63,2026,HENLEY-2026
SLE,henley_visa_free,62,2026,HENLEY-2026
ZWE,henley_visa_free,61,2026,HENLEY-2026
KGZ,henley_visa_free,59,2026,HENLEY-2026
MOZ,henley_visa_free,59,2026,HENLEY-2026
UZB,henley_visa_free,59,2026,HENLEY-2026
STP,henley_visa_free,58,2026,HENLEY-2026
TGO,henley_visa_free,57,2026,HENLEY-2026
BFA,henley_visa_free,56,2026,HENLEY-2026
CUB,henley_visa_free,56,2026,HENLEY-2026
IND,henley_visa_free,56,2026,HENLEY-2026
SEN,henley_visa_free,56,2026,HENLEY-2026
DZA,henley_visa_free,55,2026,HENLEY-2026
CIV,henley_visa_free,55,2026,HENLEY-2026
GAB,henley_visa_free,55,2026,HENLEY-2026
MDG,henley_visa_free,55,2026,HENLEY-2026
MRT,henley_visa_free,55,2026,HENLEY-2026
NER,henley_visa_free,54,2026,HENLEY-2026
MLI,henley_visa_free,53,2026,HENLEY-2026
TJK,henley_visa_free,53,2026,HENLEY-2026
GNQ,henley_visa_free,52,2026,HENLEY-2026
GIN,henley_visa_free,52,2026,HENLEY-2026
TCD,henley_visa_free,51,2026,HENLEY-2026
COM,henley_visa_free,50,2026,HENLEY-2026
GNB,henley_visa_free,50,2026,HENLEY-2026
EGY,henley_visa_free,49,2026,HENLEY-2026
HTI,henley_visa_free,49,2026,HENLEY-2026
JOR,henley_visa_free,49,2026,HENLEY-2026
LBR,henley_visa_free,49,2026,HENLEY-2026
AGO,henley_visa_free,48,2026,HENLEY-2026
BDI,henley_visa_free,48,2026,HENLEY-2026
CAF,henley_visa_free,48,2026,HENLEY-2026
VNM,henley_visa_free,48,2026,HENLEY-2026
BTN,henley_visa_free,47,2026,HENLEY-2026
KHM,henley_visa_free,47,2026,HENLEY-2026
CMR,henley_visa_free,47,2026,HENLEY-2026
COG,henley_visa_free,46,2026,HENLEY-2026
DJI,henley_visa_free,45,2026,HENLEY-2026
LAO,henley_visa_free,45,2026,HENLEY-2026
TKM,henley_visa_free,45,2026,HENLEY-2026
NGA,henley_visa_free,44,2026,HENLEY-2026
COD,henley_visa_free,43,2026,HENLEY-2026
LBN,henley_visa_free,43,2026,HENLEY-2026
ETH,henley_visa_free,42,2026,HENLEY-2026
MMR,henley_visa_free,42,2026,HENLEY-2026
SSD,henley_visa_free,41,2026,HENLEY-2026
SDN,henley_visa_free,41,2026,HENLEY-2026
LBY,henley_visa_free,39,2026,HENLEY-2026
LKA,henley_visa_free,39,2026,HENLEY-2026
